,word,annotation_level1_Dieuwertje,annotation_level2_Dieuwertje,annotation_level3_Dieuwertje,annotation_level1_Thirza,annotation_level2_Thirza,annotation_level3_Thirza,annotation_Dieuwertje_total,annotation_Thirza_total
605,schotel,O,O,O,O,O,O,O,O
606,plat,O,O,O,O,O,O,O,O
607,neer,O,O,O,O,O,O,O,O
608,worden,O,O,O,O,O,O,O,O
609,gelegt,O,O,O,O,O,O,O,O
610,",",O,O,O,O,O,O,O,O
611,wat,O,O,O,O,O,O,O,O
612,zout,O,O,O,O,O,O,O,O
613,daar,O,O,O,O,O,O,O,O
614,over,O,O,O,O,O,O,O,O
615,gesprengt,O,O,O,O,O,O,O,O
616,en,O,O,O,O,O,O,O,O
617,altemets,O,O,O,O,O,O,O,O
618,eens,O,O,O,O,O,O,O,O
619,omgekeert,O,O,O,O,O,O,O,O
620,worden,O,O,O,O,O,O,O,O
621,",",O,O,O,O,O,O,O,O
622,om,O,O,O,O,O,O,O,O
623,',O,O,O,O,O,O,O,O
624,er,O,O,O,O,O,O,O,O
625,naderhandt,O,O,O,O,O,O,O,O
626,Zult,O,O,O,An,Prod,Lit,O,An-Prod-Lit
627,van,O,O,O,O,O,O,O,O
628,te,O,O,O,O,O,O,O,O
629,maaken,O,O,O,O,O,O,O,O
630,;,O,O,O,O,O,O,O,O
631,of,O,O,O,O,O,O,O,O
632,doorgehakt,O,O,O,O,O,O,O,O
633,en,O,O,O,O,O,O,O,O
634,gezouten,O,O,O,O,O,O,O,O
635,tot,O,O,O,O,O,O,O,O
636,Kinnebaks,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
637,hammetjes,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
638,te,O,O,O,O,O,O,O,O
639,laaten,O,O,O,O,O,O,O,O
640,rooken,O,O,O,O,O,O,O,O
641,.,O,O,O,O,O,O,O,O
642,Het,O,O,O,O,O,O,O,O
643,bloedige,O,O,O,An,Prod,Lit,O,An-Prod-Lit
644,van,O,O,O,O,O,O,O,O
645,de,O,O,O,O,O,O,O,O
646,hals,An,Prod,Lit,An,Part,Lit,An-Prod-Lit,An-Part-Lit
647,met,O,O,O,O,O,O,O,O
648,den,O,O,O,O,O,O,O,O
649,afval,O,O,O,O,O,O,O,O
650,gebruikt,O,O,O,O,O,O,O,O
651,men,O,O,O,O,O,O,O,O
652,voor,O,O,O,O,O,O,O,O
653,Huspot,O,O,O,O,O,O,O,O
654,",",O,O,O,O,O,O,O,O
655,en,O,O,O,O,O,O,O,O
656,moet,O,O,O,O,O,O,O,O
657,niet,O,O,O,O,O,O,O,O
658,lang,O,O,O,O,O,O,O,O
659,in,O,O,O,O,O,O,O,O
660,',O,O,O,O,O,O,O,O
661,t,O,O,O,O,O,O,O,O
662,zout,O,O,O,O,O,O,O,O
663,blyven,O,O,O,O,O,O,O,O
664,leggen,O,O,O,O,O,O,O,O
665,",",O,O,O,O,O,O,O,O
666,een,O,O,O,O,O,O,O,O
667,dag,O,O,O,O,O,O,O,O
668,of,O,O,O,O,O,O,O,O
669,acht,O,O,O,O,O,O,O,O
670,is,O,O,O,O,O,O,O,O
671,genoeg,O,O,O,O,O,O,O,O
672,",",O,O,O,O,O,O,O,O
673,om,O,O,O,O,O,O,O,O
674,dat,O,O,O,O,O,O,O,O
675,het,O,O,O,O,O,O,O,O
676,anders,O,O,O,O,O,O,O,O
677,te,O,O,O,O,O,O,O,O
678,zout,O,O,O,O,O,O,O,O
679,word,O,O,O,O,O,O,O,O
680,.,O,O,O,O,O,O,O,O
681,De,O,O,O,O,O,O,O,O
682,Zystukken,O,O,O,An,Prod,Lit,O,An-Prod-Lit
683,zyn,O,O,O,O,O,O,O,O
684,tot,O,O,O,O,O,O,O,O
685,gerookt,O,O,O,O,O,O,O,O
686,spek,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
687,",",O,O,O,O,O,O,O,O
688,en,O,O,O,O,O,O,O,O
689,om,O,O,O,O,O,O,O,O
690,met,O,O,O,O,O,O,O,O
691,de,O,O,O,O,O,O,O,O
692,Hammen,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
693,in,O,O,O,O,O,O,O,O
694,de,O,O,O,O,O,O,O,O
695,rook,O,O,O,O,O,O,O,O
696,gehangen,O,O,O,O,O,O,O,O
697,te,O,O,O,O,O,O,O,O
698,worden,O,O,O,O,O,O,O,O
699,.,O,O,O,O,O,O,O,O
700,De,O,O,O,O,O,O,O,O
701,Spiertjes,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
702,ter,O,O,O,O,O,O,O,O
703,zyden,O,O,O,O,O,O,O,O
704,met,O,O,O,O,O,O,O,O
705,de,O,O,O,O,O,O,O,O
706,krapjes,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
707,zyn,O,O,O,O,O,O,O,O
708,best,O,O,O,O,O,O,O,O
709,om,O,O,O,O,O,O,O,O
710,vers,O,O,O,O,O,O,O,O
711,gegeeten,O,O,O,O,O,O,O,O
712,en,O,O,O,O,O,O,O,O
713,op,O,O,O,O,O,O,O,O
714,de,O,O,O,O,O,O,O,O
715,rooster,O,O,O,O,O,O,O,O
716,gebraaden,O,O,O,O,O,O,O,O
717,te,O,O,O,O,O,O,O,O
718,worden,O,O,O,O,O,O,O,O
719,.,O,O,O,O,O,O,O,O
720,Tot,O,O,O,O,O,O,O,O
721,het,O,O,O,O,O,O,O,O
722,Pekelvleesch,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
723,gebruikt,O,O,O,O,O,O,O,O
724,men,O,O,O,O,O,O,O,O
725,de,O,O,O,O,O,O,O,O
726,harst,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
727,en,O,O,O,O,O,O,O,O
728,de,O,O,O,O,O,O,O,O
729,rugge,O,O,O,O,O,O,O,O
730,-,O,O,O,O,O,O,O,O
731,graad,O,O,O,O,O,O,O,O
732,",",O,O,O,O,O,O,O,O
733,het,O,O,O,O,O,O,O,O
734,bovenste,O,O,O,O,O,O,O,O
735,van,O,O,O,O,O,O,O,O
736,de,O,O,O,O,O,O,O,O
737,schouders,An,Prod,Lit,An,Part,Lit,An-Prod-Lit,An-Part-Lit
738,met,O,O,O,O,O,O,O,O
739,de,O,O,O,O,O,O,O,O
740,pooten,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
741,",",O,O,O,O,O,O,O,O
742,zo,O,O,O,O,O,O,O,O
743,men,O,O,O,O,O,O,O,O
744,die,O,O,O,O,O,O,O,O
745,niet,O,O,O,O,O,O,O,O
746,tot,O,O,O,O,O,O,O,O
747,huspot,O,O,O,O,O,O,O,O
748,geschikt,O,O,O,O,O,O,O,O
749,heeft,O,O,O,O,O,O,O,O
750,.,O,O,O,O,O,O,O,O
751,De,O,O,O,O,O,O,O,O
752,Lever,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
753,is,O,O,O,O,O,O,O,O
754,goed,O,O,O,O,O,O,O,O
755,tot,O,O,O,O,O,O,O,O
756,Leverbeulingen,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
757,en,O,O,O,O,O,O,O,O
758,het,O,O,O,O,O,O,O,O
759,hart,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
760,tot,O,O,O,O,O,O,O,O
761,karrewy,An,Prod,Lit,O,O,O,An-Prod-Lit,O
762,",",O,O,O,O,O,O,O,O
763,maar,O,O,O,O,O,O,O,O
764,moet,O,O,O,O,O,O,O,O
765,eerst,O,O,O,O,O,O,O,O
766,in,O,O,O,O,O,O,O,O
767,',O,O,O,O,O,O,O,O
768,t,O,O,O,O,O,O,O,O
769,water,O,O,O,O,O,O,O,O
770,gezet,O,O,O,O,O,O,O,O
771,worden,O,O,O,O,O,O,O,O
772,",",O,O,O,O,O,O,O,O
773,om,O,O,O,O,O,O,O,O
774,wel,O,O,O,O,O,O,O,O
775,ter,O,O,O,O,O,O,O,O
776,degen,O,O,O,O,O,O,O,O
777,schoon,O,O,O,O,O,O,O,O
778,uittetrekken,O,O,O,O,O,O,O,O
779,.,O,O,O,O,O,O,O,O
780,Tot,O,O,O,O,O,O,O,O
781,het,O,O,O,O,O,O,O,O
782,vleesch,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
783,voor,O,O,O,O,O,O,O,O
784,de,O,O,O,O,O,O,O,O
785,Worst,O,O,O,An,Prod,Lit,O,An-Prod-Lit
786,en,O,O,O,O,O,O,O,O
787,de,O,O,O,O,O,O,O,O
788,Saucyzen,O,O,O,An,Prod,Lit,O,An-Prod-Lit
789,",",O,O,O,O,O,O,O,O
790,daar,O,O,O,O,O,O,O,O
791,toe,O,O,O,O,O,O,O,O
792,neemt,O,O,O,O,O,O,O,O
793,men,O,O,O,O,O,O,O,O
794,het,O,O,O,O,O,O,O,O
795,vleesch,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
796,van,O,O,O,O,O,O,O,O
797,de,O,O,O,O,O,O,O,O
798,schouwders,An,Part,Lit,An,Part,Lit,An-Part-Lit,An-Part-Lit
799,",",O,O,O,O,O,O,O,O
800,en,O,O,O,O,O,O,O,O
801,het,O,O,O,O,O,O,O,O
802,onderste,O,O,O,O,O,O,O,O
803,van,O,O,O,O,O,O,O,O
804,de,O,O,O,O,O,O,O,O
805,buyk,An,Prod,Lit,An,Part,Lit,An-Prod-Lit,An-Part-Lit
806,",",O,O,O,O,O,O,O,O
807,maar,O,O,O,O,O,O,O,O
808,het,O,O,O,O,O,O,O,O
809,zwoort,An,Prod,Lit,An,Part,Lit,An-Prod-Lit,An-Part-Lit
810,moet,O,O,O,O,O,O,O,O
811,',O,O,O,O,O,O,O,O
812,er,O,O,O,O,O,O,O,O
813,wel,O,O,O,O,O,O,O,O
814,schoon,O,O,O,O,O,O,O,O
815,afgesneden,O,O,O,O,O,O,O,O
816,worden,O,O,O,O,O,O,O,O
817,;,O,O,O,O,O,O,O,O
818,en,O,O,O,O,O,O,O,O
819,wil,O,O,O,O,O,O,O,O
820,men,O,O,O,O,O,O,O,O
821,veel,O,O,O,O,O,O,O,O
822,worst,O,O,O,An,Prod,Lit,O,An-Prod-Lit
823,hebben,O,O,O,O,O,O,O,O
824,",",O,O,O,O,O,O,O,O
825,zo,O,O,O,O,O,O,O,O
826,neemt,O,O,O,O,O,O,O,O
827,men,O,O,O,O,O,O,O,O
828,daar,O,O,O,O,O,O,O,O
829,een,O,O,O,O,O,O,O,O
830,van,O,O,O,O,O,O,O,O
831,de,O,O,O,O,O,O,O,O
832,zystukken,O,O,O,An,Prod,Lit,O,An-Prod-Lit
833,toe,O,O,O,O,O,O,O,O
834,",",O,O,O,O,O,O,O,O
835,en,O,O,O,O,O,O,O,O
836,als,O,O,O,O,O,O,O,O
837,het,O,O,O,O,O,O,O,O
838,te,O,O,O,O,O,O,O,O
839,vet,O,O,O,O,O,O,O,O
840,is,O,O,O,O,O,O,O,O
841,een,O,O,O,O,O,O,O,O
842,van,O,O,O,O,O,O,O,O
843,de,O,O,O,O,O,O,O,O
844,Hammen,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
845,.,O,O,O,O,O,O,O,O
846,Het,O,O,O,O,O,O,O,O
847,zwoort,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
848,is,O,O,O,O,O,O,O,O
849,goed,O,O,O,O,O,O,O,O
850,tot,O,O,O,O,O,O,O,O
851,Zult,O,O,O,An,Prod,Lit,O,An-Prod-Lit
852,;,O,O,O,O,O,O,O,O
853,maar,O,O,O,O,O,O,O,O
854,de,O,O,O,O,O,O,O,O
855,kleinste,O,O,O,O,O,O,O,O
856,zwoortjes,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
857,met,O,O,O,O,O,O,O,O
858,de,O,O,O,O,O,O,O,O
859,nek,An,Part,Lit,An,Prod,Lit,An-Part-Lit,An-Prod-Lit
860,van,O,O,O,O,O,O,O,O
861,',O,O,O,O,O,O,O,O
862,t,O,O,O,O,O,O,O,O
863,Varken,An,Org,Lit,An,Org,Lit,An-Org-Lit,An-Org-Lit
864,gebruikt,O,O,O,O,O,O,O,O
865,men,O,O,O,O,O,O,O,O
866,tot,O,O,O,O,O,O,O,O
867,hoofd,O,O,O,O,O,O,O,O
868,-,O,O,O,O,O,O,O,O
869,vleesch,O,O,O,O,O,O,O,O
870,.,O,O,O,O,O,O,O,O
871,De,O,O,O,O,O,O,O,O
872,Reusel,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
873,is,O,O,O,O,O,O,O,O
874,goed,O,O,O,O,O,O,O,O
875,tot,O,O,O,O,O,O,O,O
876,Beulingen,O,O,O,An,Prod,Lit,O,An-Prod-Lit
877,;,O,O,O,O,O,O,O,O
878,en,O,O,O,O,O,O,O,O
879,wil,O,O,O,O,O,O,O,O
880,men,O,O,O,O,O,O,O,O
881,geene,O,O,O,O,O,O,O,O
882,Beulingen,O,O,O,An,Prod,Lit,O,An-Prod-Lit
883,maaken,O,O,O,O,O,O,O,O
884,",",O,O,O,O,O,O,O,O
885,zo,O,O,O,O,O,O,O,O
886,kan,O,O,O,O,O,O,O,O
887,men,O,O,O,O,O,O,O,O
888,die,O,O,O,O,O,O,O,O
889,smelten,O,O,O,O,O,O,O,O
890,om,O,O,O,O,O,O,O,O
891,te,O,O,O,O,O,O,O,O
892,bewaaren,O,O,O,O,O,O,O,O
893,om,O,O,O,O,O,O,O,O
894,koeken,O,O,O,O,O,O,O,O
895,te,O,O,O,O,O,O,O,O
896,bakken,O,O,O,O,O,O,O,O
897,&,O,O,O,O,O,O,O,O
898,c,O,O,O,O,O,O,O,O
899,.,O,O,O,O,O,O,O,O
900,3,O,O,O,O,O,O,O,O
901,.,O,O,O,O,O,O,O,O
902,Gort,O,O,O,O,O,O,O,O
903,-,O,O,O,O,O,O,O,O
904,beulingen,O,O,O,O,O,O,O,O
905,hoe,O,O,O,O,O,O,O,O
906,men,O,O,O,O,O,O,O,O
907,die,O,O,O,O,O,O,O,O
908,zal,O,O,O,O,O,O,O,O
909,maaken,O,O,O,O,O,O,O,O
910,.,O,O,O,O,O,O,O,O
911,Neemt,O,O,O,O,O,O,O,O
912,4,O,O,O,O,O,O,O,O
913,kop,O,O,O,O,O,O,O,O
914,Gort,Plant,Prod,Lit,Plant,Prod,Lit,Plant-Prod-Lit,Plant-Prod-Lit
915,schoon,O,O,O,O,O,O,O,O
916,afgewasschen,O,O,O,O,O,O,O,O
917,:,O,O,O,O,O,O,O,O
918,4,O,O,O,O,O,O,O,O
919,pond,O,O,O,O,O,O,O,O
920,korenten,Plant,Prod,Lit,O,O,O,Plant-Prod-Lit,O
921,die,O,O,O,O,O,O,O,O
922,wel,O,O,O,O,O,O,O,O
923,verlezen,O,O,O,O,O,O,O,O
924,en,O,O,O,O,O,O,O,O
925,schoon,O,O,O,O,O,O,O,O
926,gewassen,O,O,O,O,O,O,O,O
927,zyn,O,O,O,O,O,O,O,O
928,:,O,O,O,O,O,O,O,O
929,8,O,O,O,O,O,O,O,O
930,loot,O,O,O,O,O,O,O,O
931,gestoote,O,O,O,O,O,O,O,O
932,kaneel,Plant,Prod,Lit,Plant,Prod,Lit,Plant-Prod-Lit,Plant-Prod-Lit
933,:,O,O,O,O,O,O,O,O
934,1,O,O,O,O,O,O,O,O
935,loot,O,O,O,O,O,O,O,O
936,gestoote,O,O,O,O,O,O,O,O
937,nagelen,Plant,Prod,Lit,Plant,Prod,Lit,Plant-Prod-Lit,Plant-Prod-Lit
938,:,O,O,O,O,O,O,O,O
939,3,O,O,O,O,O,O,O,O
940,loot,O,O,O,O,O,O,O,O
941,gestoote,O,O,O,O,O,O,O,O
942,notemuscaaten,Plant,Prod,Lit,Plant,Prod,Lit,Plant-Prod-Lit,Plant-Prod-Lit
943,;,O,O,O,O,O,O,O,O
944,1,O,O,O,O,O,O,O,O
945,/,O,O,O,O,O,O,O,O
946,2,O,O,O,O,O,O,O,O
947,pond,O,O,O,O,O,O,O,O
948,poeijer,O,O,O,O,O,O,O,O
949,-,O,O,O,O,O,O,O,O
950,zuiker,O,O,O,O,O,O,O,O
951,:,O,O,O,O,O,O,O,O
952,1,O,O,O,O,O,O,O,O
953,pond,O,O,O,O,O,O,O,O
954,gepelde,O,O,O,O,O,O,O,O
955,amandelen,Plant,Prod,Lit,Plant,Prod,Lit,Plant-Prod-Lit,Plant-Prod-Lit
956,in,O,O,O,O,O,O,O,O
957,stukjes,O,O,O,O,O,O,O,O
958,gesneden,O,O,O,O,O,O,O,O
959,:,O,O,O,O,O,O,O,O
960,6,O,O,O,O,O,O,O,O
961,sukade,Plant,Prod,Lit,An,Prod,Lit,Plant-Prod-Lit,An-Prod-Lit
962,schellen,Plant,Prod,Lit,An,Prod,Lit,Plant-Prod-Lit,An-Prod-Lit
963,aan,O,O,O,O,O,O,O,O
964,stukjes,O,O,O,O,O,O,O,O
965,gesneden,O,O,O,O,O,O,O,O
966,:,O,O,O,O,O,O,O,O
967,Een,O,O,O,O,O,O,O,O
968,hand,O,O,O,O,O,O,O,O
969,vol,O,O,O,O,O,O,O,O
970,zout,O,O,O,O,O,O,O,O
971,:,O,O,O,O,O,O,O,O
972,10,O,O,O,O,O,O,O,O
973,pond,O,O,O,O,O,O,O,O
974,of,O,O,O,O,O,O,O,O
975,daar,O,O,O,O,O,O,O,O
976,omtrent,O,O,O,O,O,O,O,O
977,Osse,O,O,O,O,O,O,O,O
978,-,O,O,O,O,O,O,O,O
979,niervet,O,O,O,O,O,O,O,O
980,aan,O,O,O,O,O,O,O,O
981,dobbelsteentjes,O,O,O,O,O,O,O,O
982,gesneden,O,O,O,O,O,O,O,O
983,.,O,O,O,O,O,O,O,O
984,Men,O,O,O,O,O,O,O,O
985,behoefd,O,O,O,O,O,O,O,O
986,',O,O,O,O,O,O,O,O
987,er,O,O,O,O,O,O,O,O
988,geen,O,O,O,O,O,O,O,O
989,Sukade,Plant,Prod,Lit,An,Prod,Lit,Plant-Prod-Lit,An-Prod-Lit
990,nog,O,O,O,O,O,O,O,O
991,Amandelen,Plant,Prod,Lit,Plant,Prod,Lit,Plant-Prod-Lit,Plant-Prod-Lit
992,in,O,O,O,O,O,O,O,O
993,te,O,O,O,O,O,O,O,O
994,doen,O,O,O,O,O,O,O,O
995,als,O,O,O,O,O,O,O,O
996,men,O,O,O,O,O,O,O,O
997,niet,O,O,O,O,O,O,O,O
998,wil,O,O,O,O,O,O,O,O
999,",",O,O,O,O,O,O,O,O
1000,en,O,O,O,O,O,O,O,O
1001,is,O,O,O,O,O,O,O,O
1002,evenwel,O,O,O,O,O,O,O,O
1003,goed,O,O,O,O,O,O,O,O
1004,maar,O,O,O,O,O,O,O,O
1005,zo,O,O,O,O,O,O,O,O
1006,lekker,O,O,O,O,O,O,O,O
1007,niet,O,O,O,O,O,O,O,O
1008,.,O,O,O,O,O,O,O,O
1009,Dit,O,O,O,O,O,O,O,O
1010,alles,O,O,O,O,O,O,O,O
1011,te,O,O,O,O,O,O,O,O
1012,zaamen,O,O,O,O,O,O,O,O
1013,in,O,O,O,O,O,O,O,O
1014,een,O,O,O,O,O,O,O,O
1015,groote,O,O,O,O,O,O,O,O
1016,pan,O,O,O,O,O,O,O,O
1017,of,O,O,O,O,O,O,O,O
1018,styfsel,O,O,O,O,O,O,O,O
1019,-,O,O,O,O,O,O,O,O
1020,kom,O,O,O,O,O,O,O,O
1021,of,O,O,O,O,O,O,O,O
1022,hakkebord,O,O,O,O,O,O,O,O
1023,gedaan,O,O,O,O,O,O,O,O
1024,",",O,O,O,O,O,O,O,O
1025,en,O,O,O,O,O,O,O,O
1026,6,O,O,O,O,O,O,O,O
1027,tinne,O,O,O,O,O,O,O,O
1028,kommetjes,O,O,O,O,O,O,O,O
1029,met,O,O,O,O,O,O,O,O
1030,Osse,O,O,O,O,O,O,O,O
1031,-,O,O,O,O,O,O,O,O
1032,vleesch,O,O,O,O,O,O,O,O
1033,-,O,O,O,O,O,O,O,O
1034,nat,O,O,O,O,O,O,O,O
1035,of,O,O,O,O,O,O,O,O
1036,ander,O,O,O,O,O,O,O,O
1037,vleesch,O,O,O,O,O,O,O,O
1038,-,O,O,O,O,O,O,O,O
1039,nat,O,O,O,O,O,O,O,O
1040,",",O,O,O,O,O,O,O,O
1041,of,O,O,O,O,O,O,O,O
1042,warm,O,O,O,O,O,O,O,O
1043,water,O,O,O,O,O,O,O,O
1044,daar,O,O,O,O,O,O,O,O
1045,op,O,O,O,O,O,O,O,O
1046,gegooten,O,O,O,O,O,O,O,O
1047,en,O,O,O,O,O,O,O,O
1048,digt,O,O,O,O,O,O,O,O
1049,toegedekt,O,O,O,O,O,O,O,O
1050,en,O,O,O,O,O,O,O,O
1051,altemets,O,O,O,O,O,O,O,O
1052,eens,O,O,O,O,O,O,O,O
1053,omgeroert,O,O,O,O,O,O,O,O
1054,.,O,O,O,O,O,O,O,O
1055,en,O,O,O,O,O,O,O,O
1056,zo,O,O,O,O,O,O,O,O
1057,een,O,O,O,O,O,O,O,O
1058,nagt,O,O,O,O,O,O,O,O
1059,over,O,O,O,O,O,O,O,O
1060,",",O,O,O,O,O,O,O,O
1061,op,O,O,O,O,O,O,O,O
1062,de,O,O,O,O,O,O,O,O
1063,warme,O,O,O,O,O,O,O,O
1064,plaat,O,O,O,O,O,O,O,O
1065,laaten,O,O,O,O,O,O,O,O
1066,staan,O,O,O,O,O,O,O,O
1067,weken,O,O,O,O,O,O,O,O
1068,;,O,O,O,O,O,O,O,O
1069,en,O,O,O,O,O,O,O,O
1070,dan,O,O,O,O,O,O,O,O
1071,stopt,O,O,O,O,O,O,O,O
1072,men,O,O,O,O,O,O,O,O
1073,ze,O,O,O,O,O,O,O,O
1074,gelyk,O,O,O,O,O,O,O,O
1075,Leverbeulingen,O,O,O,An,Prod,Lit,O,An-Prod-Lit
1076,;,O,O,O,O,O,O,O,O
1077,dog,O,O,O,O,O,O,O,O
1078,om,O,O,O,O,O,O,O,O
1079,dat,O,O,O,O,O,O,O,O
1080,de,O,O,O,O,O,O,O,O
1081,gort,Plant,Prod,Lit,Plant,Prod,Lit,Plant-Prod-Lit,Plant-Prod-Lit
1082,sterk,O,O,O,O,O,O,O,O
1083,zwelt,O,O,O,O,O,O,O,O
1084,maar,O,O,O,O,O,O,O,O
1085,half,O,O,O,O,O,O,O,O
1086,vol,O,O,O,O,O,O,O,O
1087,",",O,O,O,O,O,O,O,O
1088,en,O,O,O,O,O,O,O,O
1089,dan,O,O,O,O,O,O,O,O
1090,zynze,O,O,O,O,O,O,O,O
1091,half,O,O,O,O,O,O,O,O
1092,vol,O,O,O,O,O,O,O,O
1093,als,O,O,O,O,O,O,O,O
1094,men,O,O,O,O,O,O,O,O
1095,ze,O,O,O,O,O,O,O,O
1096,plat,O,O,O,O,O,O,O,O
1097,duuwt,O,O,O,O,O,O,O,O
1098,:,O,O,O,O,O,O,O,O
1099,Als,O,O,O,O,O,O,O,O
1100,ze,O,O,O,O,O,O,O,O
1101,gestopt,O,O,O,O,O,O,O,O
1102,zyn,O,O,O,O,O,O,O,O
1103,laat,O,O,O,O,O,O,O,O
1104,men,O,O,O,O,O,O,O,O
1105,ze,O,O,O,O,O,O,O,O
1106,zeer,O,O,O,O,O,O,O,O
1107,zagt,O,O,O,O,O,O,O,O
1108,kooken,O,O,O,O,O,O,O,O
1109,dat,O,O,O,O,O,O,O,O
1110,het,O,O,O,O,O,O,O,O
1111,water,O,O,O,O,O,O,O,O
1112,maar,O,O,O,O,O,O,O,O
1113,even,O,O,O,O,O,O,O,O
1114,beweegt,O,O,O,O,O,O,O,O
1115,omtrent,O,O,O,O,O,O,O,O
1116,een,O,O,O,O,O,O,O,O
1117,half,O,O,O,O,O,O,O,O
1118,uurtje,O,O,O,O,O,O,O,O
1119,",",O,O,O,O,O,O,O,O
1120,en,O,O,O,O,O,O,O,O
1121,men,O,O,O,O,O,O,O,O
1122,prikt,O,O,O,O,O,O,O,O
1123,ze,O,O,O,O,O,O,O,O
1124,ondertussen,O,O,O,O,O,O,O,O
1125,met,O,O,O,O,O,O,O,O
1126,een,O,O,O,O,O,O,O,O
1127,doorntje,O,O,O,Plant,Prod,Lit,O,Plant-Prod-Lit
1128,om,O,O,O,O,O,O,O,O
1129,niet,O,O,O,O,O,O,O,O
1130,te,O,O,O,O,O,O,O,O
1131,barsten,O,O,O,O,O,O,O,O
1132,en,O,O,O,O,O,O,O,O
1133,uittekooken,O,O,O,O,O,O,O,O
1134,",",O,O,O,O,O,O,O,O
1135,en,O,O,O,O,O,O,O,O
1136,dan,O,O,O,O,O,O,O,O
1137,zyn,O,O,O,O,O,O,O,O
1138,ze,O,O,O,O,O,O,O,O
1139,heel,O,O,O,O,O,O,O,O
1140,goed,O,O,O,O,O,O,O,O
1141,.,O,O,O,O,O,O,O,O
1142,4,O,O,O,O,O,O,O,O
1143,.,O,O,O,O,O,O,O,O
1144,Hooftvleesch,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
1145,",",O,O,O,O,O,O,O,O
1146,en,O,O,O,O,O,O,O,O
1147,Zult,O,O,O,An,Prod,Lit,O,An-Prod-Lit
1148,",",O,O,O,O,O,O,O,O
1149,hoe,O,O,O,O,O,O,O,O
1150,men,O,O,O,O,O,O,O,O
1151,dat,O,O,O,O,O,O,O,O
1152,zal,O,O,O,O,O,O,O,O
1153,maaken,O,O,O,O,O,O,O,O
1154,.,O,O,O,O,O,O,O,O
1155,Neemt,O,O,O,O,O,O,O,O
1156,een,O,O,O,O,O,O,O,O
1157,van,O,O,O,O,O,O,O,O
1158,de,O,O,O,O,O,O,O,O
1159,grootste,O,O,O,O,O,O,O,O
1160,Kalfskoppen,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
1161,",",O,O,O,O,O,O,O,O
1162,en,O,O,O,O,O,O,O,O
1163,reinigt,O,O,O,O,O,O,O,O
1164,die,O,O,O,O,O,O,O,O
1165,",",O,O,O,O,O,O,O,O
1166,en,O,O,O,O,O,O,O,O
1167,wascht,O,O,O,O,O,O,O,O
1168,ze,O,O,O,O,O,O,O,O
1169,vier,O,O,O,O,O,O,O,O
1170,of,O,O,O,O,O,O,O,O
1171,vyfmalen,O,O,O,O,O,O,O,O
1172,ter,O,O,O,O,O,O,O,O
1173,degen,O,O,O,O,O,O,O,O
1174,schoon,O,O,O,O,O,O,O,O
1175,af,O,O,O,O,O,O,O,O
1176,",",O,O,O,O,O,O,O,O
1177,en,O,O,O,O,O,O,O,O
1178,laatze,O,O,O,O,O,O,O,O
1179,een,O,O,O,O,O,O,O,O
1180,nacht,O,O,O,O,O,O,O,O
1181,in,O,O,O,O,O,O,O,O
1182,schoon,O,O,O,O,O,O,O,O
1183,regen,O,O,O,O,O,O,O,O
1184,water,O,O,O,O,O,O,O,O
1185,staan,O,O,O,O,O,O,O,O
1186,te,O,O,O,O,O,O,O,O
1187,trekken,O,O,O,O,O,O,O,O
1188,",",O,O,O,O,O,O,O,O
1189,dat,O,O,O,O,O,O,O,O
1190,',O,O,O,O,O,O,O,O
1191,er,O,O,O,O,O,O,O,O
1192,de,O,O,O,O,O,O,O,O
1193,slym,O,O,O,An,Part,Lit,O,An-Part-Lit
1194,en,O,O,O,O,O,O,O,O
1195,het,O,O,O,O,O,O,O,O
1196,bloedige,O,O,O,An,Part,Lit,O,An-Part-Lit
1197,wel,O,O,O,O,O,O,O,O
1198,schoon,O,O,O,O,O,O,O,O
